100000	2	3		
Z	Y	0	0.671621	0
Z	E	0	0.18833	0
A	G	0.20613	0	0
Z	G	0	0.975013	0.558184
A	F	0	0	0
A	G	0.281171	0	0
Z	Y	0.036636	0	0.455183
A	E	0	0.727552	0
B	Y	0.601511	0.837351	0.411628
A	Y	0	0	0.548702
D	E	0	0.482387	0
A	E	0.861928	0.895422	0
Z	G	0.42016	0.207044	0.874168
B	Y	0.072591	0.552356	0.877593
D	E	0.685953	0.466584	0.453204
Z	Y	0.404263	0.516221	0.864437
B	E	0.10969	0	0.431246
B	E	0.66244	0.709978	0
C	E	0.632563	0.44373	0.101649
Z	E	0	0	0.062743
A	F	0.269342	0.726379	0.230859
Z	G	0.062447	0	0.479875
C	Y	0.423643	0.297774	0.298919
Z	H	0	0.302412	0.577895
A	E	0.842658	0.004192	0.60075
A	Y	0	0.923592	0.401941
A	Y	0	0.176081	0.679605
B	F	0.182556	0.814869	0.730342
C	Y	0.813125	0.363856	0
A	G	0.386087	0.384527	0.93263
C	E	0	0.742656	0
Z	E	0.746378	0	0
A	Y	0.737686	0	0.80691
Z	H	0.047617	0	0.53549
D	Y	0	0	0
A	Y	0.077437	0.965044	0.444601
C	E	0	0.651078	0.44183
B	Y	0.839834	0.526939	0.204699
D	E	0.527953	0.158034	0.171139
A	Y	0.261067	0	0.371569
A	Y	0.86942	0.03923	0.608456
A	G	0	0.579523	0.37627
A	H	0.223925	0.354734	0.896466
B	Y	0.530639	0	0
C	F	0.229587	0.997758	0
C	Y	0.436279	0.626665	0
Z	E	0.231922	0.890045	0.513247
Z	Y	0	0.368396	0
A	Y	0.408639	0.007238	0
B	Y	0.36159	0.485224	0.596071
Z	F	0	0	0.515524
A	Y	0	0.501464	0.610521
A	F	0.494652	0	0.367464
B	Y	0.8587	0.029741	0.83153
D	Y	0.20983	0	0.557478
A	Y	0.413893	0	0.634503
A	Y	0	0.626399	0.16323
Z	Y	0	0.767194	0.490988
B	Y	0.735841	0.452633	0.123852
A	Y	0.550399	0	0
Z	E	0.265587	0.922539	0.202659
A	F	0.411933	0	0.853686
B	Y	0.371607	0	0
A	E	0.861749	0	0.209398
Z	E	0.273039	0.85207	0.847032
Z	E	0.572822	0.061685	0.072297
A	E	0.634496	0	0
Z	E	0.628452	0.413862	0.542765
C	E	0	0.190308	0
C	F	0.948501	0.270038	0.329305
Z	G	0.018131	0.236925	0.608318
B	F	0.256157	0.974984	0.128432
A	Y	0	0.858779	0.085831
Z	G	0	0	0
Z	Y	0	0.430984	0.742449
A	F	0.402863	0	0.092164
B	F	0	0.477391	0.259983
A	F	0.283419	0	0.73362
Z	E	0.720562	0.503572	0.50364
A	H	0	0.523848	0.394006
A	E	0.544789	0.714973	0
B	G	0	0	0.524559
B	E	0	0.40649	0.313884
Z	F	0.276783	0.131489	0
Z	F	0.412034	0.666907	0.591254
Z	Y	0	0.846826	0
Z	Y	0	0.541148	0.661457
Z	E	0	0.58267	0.598305
Z	F	0.568988	0.496652	0.442006
A	E	0.568369	0	0.984465
Z	F	0	0.535632	0.620852
A	F	0.518227	0.50503	0.427607
Z	E	0.424664	0.725574	0.223419
A	G	0.236402	0.167116	0
B	E	0.727435	0.515296	0.990996
D	G	0	0	0.582409
Z	Y	0	0.201625	0.564685
Z	E	0.592697	0.436181	0.293373
B	Y	0	0.782731	0.085032
D	E	0	0	0.2481
Z	Y	0.367586	0.900589	0
Z	G	0.899754	0	0
A	Y	0.458289	0.348631	0.541951
Z	F	0.893164	0	0
D	Y	0	0	0.055251
Z	E	0	0.839741	0.157592
B	E	0.564467	0.628457	0.631058
B	G	0	0	0.492713
A	F	0.701081	0.721023	0.735565
A	Y	0	0.672787	0.399386
A	G	0.366266	0	0.286259
A	G	0.944323	0.263012	0
B	F	0.637733	0	0.789454
A	F	0	0.749695	0.087103
Z	F	0.532926	0	0
A	Y	0.077761	0.567325	0.929531
A	Y	0.428455	0	0.176142
Z	E	0	0.771479	0.603815
D	Y	0.552721	0.89533	0.509528
B	G	0.834258	0.122151	0.636565
A	H	0	0	0.272669
A	E	0.74465	0	0.875
B	E	0	0	0.617205
Z	F	0.473873	0	0.548628
C	Y	0	0.930115	0.143316
A	G	0.053345	0.634859	0.399324
A	Y	0.182001	0.740066	0.425625
Z	Y	0.192911	0.826249	0.493402
Z	E	0	0.386884	0.374514
A	Y	0.884491	0.271698	0.686161
D	Y	0	0.276589	0
A	F	0.71156	0.163156	0.918608
Z	E	0	0.868868	0.487314
A	E	0.733545	0.248507	0
A	F	0.702159	0	0.829448
Z	E	0	0.580533	0.551991
Z	E	0.444233	0.872567	0.611483
C	E	0.394666	0.744249	0.688961
D	Y	0	0	0.534265
Z	F	0.972507	0.101575	0.574596
Z	Y	0	0.295249	0.742053
B	G	0	0.199658	0
Z	G	0.857727	0	0.300207
Z	G	0.632476	0.392134	0.523429
A	Y	0	0.282722	0.613034
A	Y	0.622073	0.878164	0
A	E	0.449284	0.923147	0.18208
A	Y	0.18627	0.911076	0
C	Y	0.102073	0	0.27051
A	E	0.039784	0.358087	0.592096
C	Y	0.912825	0	0.014798
Z	Y	0.383887	0.884875	0
A	G	0.233781	0	0.134706
A	Y	0	0.812434	0.11329
Z	F	0	0	0
Z	F	0.825359	0.220658	0.505939
B	F	0.350713	0.607925	0
Z	Y	0.51776	0.857659	0.590964
B	E	0	0.360666	0
A	F	0	0	0.793975
D	E	0	0.600107	0.451711
B	H	0.319065	0.337551	0.468511
A	E	0.70798	0.765502	0.179045
Z	E	0.41955	0.167223	0.365461
B	Y	0.549638	0.450404	0
A	Y	0.476571	0.337404	0
C	E	0.812616	0.889837	0
B	E	0.25645	0.141781	0.761402
C	Y	0	0.108396	0.986694
A	F	0.898949	0	0.594211
A	G	0.150995	0	0.644691
B	H	0.655617	0.536995	0.110631
A	G	0.188554	0	0.334676
A	Y	0.199289	0.245852	0
Z	E	0	0.472256	0.320733
C	F	0.637549	0.272081	0
A	E	0.951095	0.231704	0
C	G	0.648926	0.658435	0.251445
A	Y	0	0	0.340593
A	H	0.401662	0.505728	0.499034
A	H	0.156813	0.720145	0.517211
Z	G	0.072259	0	0.745116
Z	E	0.138355	0.616943	0.719913
C	E	0.472099	0	0.04743
Z	Y	0.046316	0	0
B	H	0	0.5307	0.561092
Z	E	0.722787	0.205408	0
A	Y	0.621461	0.113018	0
Z	F	0.104147	0	0.602148
D	Y	0.095762	0.284798	0
A	Y	0.245434	0.16538	0.57841
Z	Y	0.274242	0	0.498338
B	Y	0	0.162475	0.759617
Z	F	0.935719	0.56398	0.536586
Z	Y	0.393866	0.174268	0.729057
B	H	0.699852	0.386484	0.845144
C	Y	0.539315	0.074497	0.789515
A	Y	0	0.896647	0.242327
D	Y	0	0.902378	0
B	H	0.131426	0.940895	0.498219
A	E	0	0	0.588638
Z	E	0	0.676792	0.231909
A	Y	0.68189	0.700364	0.793466
Z	Y	0	0.241157	0.685245
A	F	0	0	0.56294
C	H	0.196785	0.427426	0
Z	F	0	0	0.332867
B	E	0.79457	0.182042	0.719363
Z	F	0	0	0
B	Y	0.715634	0.269821	0
B	F	0.378359	0.251354	0
Z	E	0	0.280182	0.1488
A	E	0	0.543774	0.3787
A	F	0.168102	0.388809	0.940166
Z	H	0.821067	0.444763	0.450905
A	F	0.192325	0	0.897295
A	F	0.360598	0	0.700463
A	H	0.804486	0	0
A	F	0.767782	0.412944	0.141015
C	Y	0.419758	0.762319	0
B	F	0	0	0.748729
C	G	0.414871	0	0.420517
A	Y	0.473305	0.54153	0
D	F	0.561807	0.618573	0.473733
B	F	0.587178	0	0.343069
C	Y	0	0.351273	0
A	F	0.322829	0	0.877072
B	G	0.449091	0.323478	0
Z	Y	0.810796	0.216692	0.450278
B	E	0.954663	0	0.736485
Z	Y	0.490126	0.477726	0
B	E	0.232623	0	0.725437
B	E	0.559675	0.7071	0.14422
A	E	0	0.247691	0.344658
Z	F	0.07646	0.988658	0
B	Y	0.69543	0	0.746327
A	E	0.437849	0.58047	0
B	E	0.092336	0	0.366761
Z	F	0.375993	0.882493	0
Z	Y	0.434318	0.31359	0.318607
Z	F	0	0.95233	0.131295
B	F	0.648479	0.451279	0.949748
Z	E	0	0.545424	0
B	E	0.172832	0.789067	0.715379
B	E	0	0	0
Z	H	0.450679	0.245501	0.650107
B	Y	0.910581	0.469759	0
B	E	0.669624	0.285054	0.096561
B	Y	0.379086	0	0.515856
Z	F	0.168669	0	0
B	F	0.735927	0	0.604606
A	F	0.841674	0.327205	0
A	Y	0	0	0.889746
Z	F	0	0	0.238311
D	G	0.385508	0.251871	0
A	Y	0	0.490834	0.601028
B	F	0	0.93206	0.39092
B	F	0.103462	0	0.293634
B	F	0	0	0
A	H	0	0.033509	0.555374
Z	G	0.796992	0	0.335418
A	G	0	0.972343	0
Z	E	0.840666	0	0.057369
A	Y	0	0.358945	0
B	F	0.372475	0	0
B	Y	0	0	0.944722
Z	H	0.205285	0	0.798246
Z	F	0	0.906225	0
B	E	0.465602	0.575664	0.021469
Z	E	0.040057	0.734421	0.580811
B	G	0.436995	0.093973	0.541052
A	Y	0.905355	0.535757	0.192082
Z	E	0	0.741908	0.495474
Z	E	0	0.056075	0
Z	Y	0.610447	0.413418	0
C	E	0.067998	0.679179	0.356176
A	F	0	0.995622	0.504148
A	Y	0	0.770647	0.576842
B	G	0.335945	0.7602	0.335538
Z	F	0.502299	0	0
Z	E	0.429092	0	0.181369
Z	E	0	0	0.97777
Z	Y	0.336831	0.402703	0.872826
B	F	0	0	0.589392
A	Y	0.560079	0.877152	0.276399
Z	H	0.358113	0	0.263964
A	Y	0	0	0.59807
A	G	0.636652	0.130758	0.301024
A	E	0.781325	0.507617	0.723546
Z	E	0.436455	0.434629	0.70753
B	Y	0.385046	0	0
A	F	0.567213	0.552259	0
A	F	0.320693	0.137117	0.496862
A	E	0.352919	0.60886	0.625392
B	G	0.078844	0	0.59605
B	E	0.741479	0	0.297894
A	E	0	0.359064	0.489058
Z	Y	0	0.475469	0.808224
A	H	0.720897	0.250173	0.012072
Z	Y	0.422811	0.635199	0.085946
B	F	0.445371	0.555396	0
A	E	0	0	0
D	F	0.755513	0	0.798467
A	Y	0.263189	0.825344	0.061243
A	G	0.32106	0.415285	0
A	E	0.671896	0	0
C	E	0.202821	0	0
Z	E	0.752048	0	0.961699
Z	E	0	0.18981	0.538673
B	E	0.306882	0	0.940975
Z	Y	0.747156	0.612291	0.116912
Z	E	0.247088	0.055459	0
A	Y	0	0.14333	0
Z	Y	0.578773	0.528192	0.455872
A	Y	0.655915	0	0
A	F	0.737089	0.323372	0
A	Y	0.104911	0	0.59367
Z	F	0.804881	0.594319	0.196299
D	Y	0.260821	0.795875	0.752062
Z	G	0	0	0.329954
B	E	0.51803	0	0.93295
Z	E	0.516153	0.361391	0.546558
A	F	0	0	0.338659
B	E	0.068959	0.701943	0.290286
C	E	0.639607	0.0255	0.583731
A	Y	0	0.587682	0.103571
Z	E	0.551676	0.648223	0.572109
D	E	0	0	0.761911
A	Y	0	0.56587	0
B	Y	0.780847	0.419412	0
D	E	0.798898	0	0.51116
A	F	0.319785	0.487071	0.931471
A	H	0.474002	0.586766	0.888354
Z	E	0	0.893256	0.958467
A	G	0.873874	0.058283	0
B	F	0	0.16953	0
Z	E	0.466757	0.636426	0.033532
Z	E	0.69476	0.168898	0.7316
Z	Y	0.36497	0.613304	0.922478
A	Y	0	0.573044	0
B	Y	0.490477	0	0.662684
Z	Y	0.495087	0.85697	0.383661
Z	Y	0.51632	0.390537	0.313828
Z	F	0.677666	0.373727	0
A	E	0.84604	0.248718	0
A	F	0	0.660515	0.339991
B	F	0.861736	0.084205	0.490253
B	E	0.182877	0.56305	0.124633
Z	Y	0.527967	0.562172	0.062415
Z	E	0	0.711339	0.290898
A	Y	0.426561	0.590826	0
Z	E	0.931185	0	0.851604
B	F	0	0.406946	0.641829
B	E	0.337898	0	0
A	Y	0	0.805415	0.60218
A	E	0.917504	0.218095	0.56781
B	G	0.282925	0	0
A	G	0.749859	0	0
A	F	0.158041	0.896022	0
A	Y	0.950239	0.097826	0.669821
Z	Y	0.870935	0.269618	0
C	Y	0	0	0.705471
A	E	0	0	0.484709
C	E	0.66747	0.563943	0.018466
Z	G	0.580104	0.371117	0.216193
A	E	0	0.810611	0.479669
B	G	0.149231	0.560861	0.707354
A	F	0.868072	0.155195	0.825469
B	E	0	0	0
Z	Y	0	0	0.764828
Z	E	0.967176	0	0.176388
D	F	0.051021	0.379087	0
B	E	0.529545	0	0.78424
Z	E	0.275796	0.162943	0.608764
A	F	0	0	0.059143
A	Y	0	0	0
B	H	0.272487	0	0.088918
Z	F	0.44164	0	0
A	G	0	0.386494	0.328671
Z	F	0.229746	0.564571	0.854675
A	Y	0.744322	0.794322	0.144017
A	Y	0.624657	0.67883	0.520547
A	F	0	0.768575	0
Z	Y	0.260469	0.470443	0.456457
A	E	0	0	0.788368
B	E	0.388769	0	0.304949
C	Y	0.875473	0.261588	0.529613
Z	E	0.514213	0.629923	0.442376
A	H	0	0.694095	0.460809
A	F	0	0.364979	0.39809
A	Y	0.000445	0.787686	0.260764
Z	G	0.535449	0	0.313821
B	E	0.456845	0.505092	0.051017
B	F	0	0	0
A	Y	0	0	0.491764
B	E	0.215829	0.25807	0
A	E	0	0.808353	0.154818
A	Y	0.144701	0	0.340098
B	Y	0.751034	0.161479	0.477803
Z	E	0	0	0.450476
Z	F	0.427083	0.359259	0.414178
B	F	0.391737	0.397055	0.872796
A	Y	0	0.444321	0
B	F	0.690906	0.774467	0.192325
Z	E	0.782434	0	0
Z	E	0	0.50264	0
Z	E	0.476152	0.390273	0.894389
A	F	0.461771	0	0
A	G	0	0.665061	0
Z	E	0.737303	0.790749	0.386676
A	Y	0.3483	0.462947	0.748746
Z	F	0.159517	0.960399	0
A	Y	0.496003	0.421336	0
Z	G	0.205169	0	0.585733
A	Y	0	0.11728	0.900938
Z	Y	0.429833	0.443455	0
B	F	0.189077	0	0.493197
B	F	0	0	0
A	E	0.706776	0.426739	0
C	Y	0.554848	0.828515	0.150522
B	E	0.783767	0.559473	0.288999
Z	E	0	0.816751	0
A	E	0	0	0.651721
B	F	0	0.717707	0.054325
B	E	0.639554	0	0.207451
A	E	0.951216	0.397137	0.590357
Z	E	0	0.526944	0.899343
Z	Y	0.127157	0	0.293713
A	F	0	0	0.538765
C	F	0.439264	0.379688	0.367281
C	Y	0.887035	0.560006	0.325709
B	E	0.757391	0.375701	0.736575
Z	F	0	0.390619	0.343148
Z	F	0	0.183457	0
C	F	0.178688	0.575342	0.634199
C	E	0.530154	0.521254	0.698301
A	F	0.750951	0	0
A	Y	0.204873	0	0.346145
A	E	0	0.758974	0
A	E	0	0.26168	0.311334
A	F	0.952689	0.580749	0.862776
A	E	0.907175	0.169535	0.719379
C	E	0	0.058362	0.96183
Z	E	0.102262	0.847574	0.952981
Z	E	0.162064	0.823608	0.150597
C	E	0.567792	0.378307	0.505278
Z	Y	0.453108	0	0.054608
D	E	0	0.41434	0
Z	E	0	0.677349	0
Z	E	0.492206	0.600908	0.311127
C	F	0.260002	0.624867	0.065152
A	F	0.9567	0.403985	0.741702
B	E	0.926923	0.228138	0.502027
Z	F	0	0.819057	0.346436
Z	F	0.088151	0.7032	0.087747
A	F	0.513958	0.772435	0.30506
B	E	0.574681	0.31998	0
Z	F	0.549213	0	0.540767
A	H	0	0.353553	0
D	E	0	0	0
B	F	0.442206	0	0
B	F	0	0.898782	0
B	Y	0.458161	0.450496	0.235586
B	F	0.45273	0.550439	0
A	F	0	0.90664	0.699372
Z	Y	0.74374	0.316254	0.463729
A	Y	0.511941	0.212524	0.929429
A	F	0.459967	0.703706	0
C	E	0.662714	0.603411	0
C	H	0	0.674047	0.519667
A	H	0.53083	0.138733	0.583705
A	H	0.101202	0.717991	0.967135
Z	Y	0	0.593182	0
Z	F	0.26459	0	0
A	E	0	0.84172	0
Z	F	0.567445	0	0.501407
A	E	0	0.607442	0.85053
A	Y	0.113018	0.817502	0.384604
B	E	0.449725	0.342015	0.556791
C	E	0.705659	0	0.837702
Z	F	0.467188	0.254858	0.797057
D	E	0.732679	0	0.467042
Z	F	0	0.37593	0
Z	F	0.280682	0	0
A	E	0.310608	0	0.493157
A	Y	0.657615	0.473208	0
Z	Y	0.939995	0	0.601863
B	F	0.885779	0.001215	0
Z	E	0.312669	0.94617	0.031461
Z	Y	0.763566	0	0.008639
Z	F	0	0	0.482539
Z	Y	0	0	0.266775
D	E	0	0.276116	0
A	Y	0.593581	0	0.284525
A	Y	0.251	0.627519	0.183172
C	E	0.409504	0.783222	0.759335
Z	Y	0	0	0
B	Y	0	0	0
A	E	0	0.189889	0.96501
B	F	0.098157	0.803341	0.22707
Z	E	0.904749	0.008326	0.608947
Z	G	0.491956	0.713128	0.392542
A	Y	0.97611	0.462519	0
A	Y	0	0	0.50213
C	E	0.067153	0.486141	0.57202
A	E	0	0	0
B	Y	0.42271	0.197584	0.709377
A	Y	0	0	0.707721
Z	E	0.279158	0.379418	0.461713
B	E	0.694839	0.325001	0.846501
A	Y	0.378972	0	0.349604
B	Y	0	0.4705	0
Z	Y	0.323981	0.946606	0
B	Y	0	0.489877	0
B	Y	0.512037	0.526008	0.879465
Z	F	0.07322	0	0.314218
A	E	0.489144	0	0
B	Y	0.961489	0	0.868203
A	E	0.797458	0	0
A	E	0.934997	0.395033	0
B	Y	0	0.430537	0
A	H	0.341528	0	0.602599
A	Y	0.154813	0	0.554864
B	Y	0.220896	0	0.902608
A	F	0	0.474934	0
Z	E	0.573446	0.258168	0.330004
C	F	0.730627	0.160454	0.839247
A	Y	0	0.293715	0.934363
B	F	0.493215	0.891824	0.24272
D	F	0.406113	0.441033	0.101448
D	E	0	0.29764	0
A	F	0.680582	0	0.594847
C	E	0.399731	0.527156	0.390784
A	G	0.189961	0.583709	0
Z	E	0	0.278656	0
Z	E	0.40998	0.925087	0.391061
B	Y	0	0	0
B	Y	0.255629	0.494701	0.351686
B	Y	0.648152	0.315884	0.567526
A	E	0.238734	0	0.376012
A	E	0.977787	0.042479	0.714215
C	Y	0	0.899986	0.55176
A	G	0.515447	0	0
B	E	0	0	0.916305
A	E	0	0	0.676949
D	Y	0.418946	0	0.507568
Z	F	0.041468	0	0.766811
A	Y	0	0	0.213147
Z	H	0	0	0.045285
Z	Y	0.402596	0.687821	0.486756
C	E	0	0.104044	0.759554
B	E	0	0.603306	0.416798
A	H	0	0	0.572651
A	G	0	0.459871	0.775943
B	E	0.383652	0.555087	0
C	F	0.255519	0.549696	0
Z	H	0.456125	0.454987	0.407984
A	Y	0	0.151138	0.620706
A	H	0.588345	0	0.286124
Z	H	0.096574	0.459012	0.537708
Z	E	0.822788	0.879999	0.36949
Z	E	0	0	0.651161
Z	F	0.017173	0.652706	0.970689
A	Y	0.954598	0	0
A	Y	0.627479	0.51696	0.630448
C	Y	0.641561	0.349723	0
A	Y	0.822	0	0
D	E	0.775895	0	0.559333
A	Y	0.126107	0	0
A	E	0.623832	0.28677	0
Z	E	0.537287	0	0.607944
A	H	0.57894	0.490038	0.287791
A	F	0.488536	0.358472	0.098224
Z	H	0	0.648949	0.382848
B	Y	0.79555	0.623116	0
Z	E	0	0.693451	0.005841
B	F	0	0	0.771476
Z	Y	0	0.05815	0.841708
A	G	0.481482	0.695877	0
B	Y	0	0	0.235928
A	Y	0.32338	0	0.625953
Z	E	0.513842	0	0.750815
A	F	0.106558	0.562333	0.462179
B	F	0.927402	0	0.559327
B	Y	0	0.720485	0.507785
D	E	0.204344	0.618625	0.40994
B	Y	0	0.462615	0
A	H	0.799325	0.268633	0.65621
A	Y	0	0	0.70103
B	E	0	0.809726	0
A	E	0	0	0
A	Y	0	0	0.891309
D	E	0.623259	0.318685	0.420621
A	E	0.311137	0	0.549684
A	E	0	0.07381	0
B	Y	0.494833	0	0.394347
C	F	0	0	0
Z	H	0.650731	0.339087	0.133907
B	F	0.385451	0.820917	0.105201
D	E	0.61078	0.488255	0
Z	E	0	0	0
A	G	0.957528	0.122909	0
B	F	0.705847	0	0.104332
B	Y	0.778987	0.502544	0
A	Y	0	0	0.130318
A	E	0.555236	0.088158	0.877038
B	E	0.494111	0	0
A	E	0.235874	0.850423	0
B	F	0.441015	0.514977	0
Z	E	0.795073	0	0
Z	Y	0	0	0.192068
B	E	0	0.119712	0
B	G	0.67214	0	0.650092
A	G	0	0	0.415118
A	F	0	0	0
C	F	0	0	0.354524
Z	E	0.132634	0.701979	0.617752
B	Y	0	0	0
Z	E	0	0.595152	0
B	Y	0	0.65519	0.678616
A	Y	0.683518	0.131207	0.567011
A	E	0.840366	0.127281	0
D	E	0.820428	0.496752	0.481878
Z	E	0.582509	0	0.166274
B	Y	0.030178	0.995064	0.745248
Z	F	0.394171	0.045893	0.63074
B	Y	0.319616	0.079609	0.664879
C	E	0	0.974481	0
Z	E	0	0.392124	0.798771
A	Y	0.450044	0.712579	0.4566
Z	E	0.498637	0	0.136862
A	F	0.369567	0.730548	0.318928
A	F	0.212214	0.674173	0.203596
A	G	0	0.980465	0.178009
Z	F	0.845114	0	0.71232
D	Y	0.727076	0	0.610258
A	G	0	0	0.529827
Z	Y	0.272649	0.622728	0.486348
Z	E	0.589212	0.656402	0
Z	F	0	0.680833	0.141208
C	Y	0.684546	0.87636	0.00353
A	E	0.468413	0	0.784888
B	G	0.699574	0	0
C	G	0	0	0.871518
Z	F	0.155719	0.551934	0.225361
Z	Y	0.693521	0.544646	0.647639
Z	E	0.493253	0.204427	0.836736
Z	E	0.886764	0	0.885565
Z	H	0.273059	0.305188	0.515088
A	F	0.999444	0.282662	0
Z	E	0.807552	0	0
D	Y	0.546155	0.850725	0.33043
A	E	0.134378	0.905102	0
C	F	0.600905	0.159965	0.200395
B	H	0.263618	0	0.992019
A	F	0	0	0.372874
B	H	0	0.178266	0.218747
D	Y	0.353922	0.411915	0
Z	F	0	0.050889	0.33721
Z	E	0.608862	0.730713	0.650189
B	F	0.107341	0.450174	0.272987
D	F	0.107986	0.042973	0.511792
B	F	0	0.149279	0
B	Y	0.738396	0.353619	0
D	E	0.761737	0.421029	0
Z	G	0.191332	0	0.361757
B	G	0.911298	0	0
A	E	0	0.551521	0
Z	F	0	0.563416	0.251656
A	Y	0.712777	0.449431	0.198709
A	Y	0.607771	0	0.316274
A	F	0.069429	0	0.568928
A	Y	0.994715	0.608683	0
A	E	0.388819	0.885737	0.639577
Z	G	0.998826	0	0.257144
Z	E	0.978317	0	0.196248
Z	E	0.98029	0.48484	0.301758
B	E	0.248006	0.550984	0
A	G	0.128717	0.500572	0
B	Y	0.561462	0	0.135469
A	Y	0.460444	0.818862	0.050703
B	E	0.620835	0.405139	0
A	Y	0.397794	0.43546	0.428146
B	H	0.45566	0.52485	0.111721
A	Y	0.531297	0.623831	0.588921
A	F	0	0.743551	0.771944
C	E	0	0	0
B	Y	0.189678	0	0.801885
A	E	0	0.944702	0
B	E	0.733063	0	0.418815
A	E	0	0.672151	0.129193
A	G	0	0	0
B	E	0.65645	0.75196	0.589306
Z	E	0.853954	0.615213	0.749178
D	E	0.483344	0	0.419735
A	E	0.868244	0.104799	0.582886
Z	E	0.760195	0.432056	0.578213
B	F	0.444023	0.437523	0.280356
A	E	0.395837	0.957943	0.781904
Z	Y	0	0.333564	0.7421
A	Y	0	0.857841	0.985897
D	E	0.265473	0.965571	0
C	F	0.307316	0.589028	0
D	E	0	0.027838	0.721716
D	F	0.523407	0.183155	0.827476
A	F	0.269951	0.35594	0
C	Y	0.723445	0.72298	0.195888
A	F	0.176603	0.560277	0.21783
A	Y	0	0.335058	0.591389
A	F	0.080271	0.222911	0.728128
Z	F	0.575535	0	0.392946
Z	Y	0	0.187668	0
Z	G	0	0.118539	0.771
A	Y	0.677287	0	0.291979
D	E	0.466849	0.578765	0
Z	G	0	0.190261	0.302681
D	F	0.60924	0.130826	0
A	E	0.394518	0.598027	0.570085
Z	Y	0	0.452236	0.025574
Z	Y	0.661412	0.333605	0.351726
C	H	0.605839	0.375641	0.424308
A	E	0.832988	0.218791	0
Z	F	0.863721	0.142853	0.767501
D	F	0.294926	0.93554	0.121617
Z	F	0.311744	0.555572	0.443171
Z	Y	0.927119	0.656422	0.64156
Z	E	0.540141	0.103888	0.779494
A	E	0.305215	0.439746	0.73135
A	H	0	0	0
B	F	0.368004	0.642061	0.475473
A	E	0.664322	0	0.825112
C	Y	0	0	0.751627
Z	H	0	0.445274	0.472433
B	Y	0.41235	0	0.051626
C	F	0.55702	0.561273	0.040304
Z	F	0.977874	0.459775	0.217685
Z	E	0	0.198944	0.227531
B	F	0.276325	0.574441	0
Z	F	0.487054	0.9564	0.258349
Z	Y	0	0.59032	0.958265
B	E	0	0.394737	0
A	F	0.028287	0.65734	0
Z	Y	0.441246	0.739247	0
A	F	0.177505	0	0.656163
Z	Y	0	0.536108	0.314301
A	E	0	0	0.383867
A	Y	0.819004	0.021563	0.231407
B	F	0	0.415762	0.794489
A	F	0	0.901324	0.419631
A	E	0	0.148553	0.497515
Z	E	0.79956	0	0
A	F	0.520171	0	0.726605
Z	E	0.889788	0.081891	0.183734
C	F	0.573818	0.23361	0.098327
B	E	0.110774	0.10135	0.913757
Z	E	0.938882	0.332249	0.459951
Z	F	0.874322	0.289303	0.557209
Z	F	0.576925	0.273729	0
B	F	0.541497	0	0
A	F	0.554799	0.695456	0.438895
Z	Y	0.350612	0.043936	0.513952
A	F	0.83392	0	0.248751
A	F	0.667445	0.50118	0.911522
Z	E	0.499988	0.794855	0.342421
A	Y	0.848109	0.619274	0.152458
C	F	0	0.625833	0.818932
B	H	0	0.741316	0.033555
Z	E	0	0	0.205777
D	E	0.289796	0.553061	0
A	E	0.887291	0.286552	0
A	E	0.624656	0.760039	0
A	F	0.145915	0.898331	0.114977
A	E	0.569421	0.636017	0.956953
A	Y	0	0.652362	0.476283
A	F	0.526128	0.149177	0.556633
B	E	0.64062	0.338354	0.319682
Z	F	0	0	0.954297
Z	F	0.538014	0.60007	0.369812
Z	F	0.12879	0.824091	0
A	F	0	0	0.608245
Z	E	0.992539	0.278865	0
A	Y	0	0	0.130021
C	F	0.014734	0.92312	0.417923
A	E	0.123304	0.625341	0.25713
Z	E	0.088525	0.47009	0.554446
A	H	0.3517	0	0.602651
A	E	0.562419	0.365659	0.150491
Z	Y	0.684399	0.09172	0.62045
Z	F	0.94316	0.930864	0.565475
A	F	0.827373	0.060478	0
C	E	0	0.24977	0.553306
B	Y	0	0.574478	0
B	F	0	0	0.165931
C	F	0.143701	0.258607	0.617211
C	Y	0.157197	0.589401	0
A	E	0.475052	0.707092	0.608529
B	E	0	0.741524	0
A	Y	0.351328	0.685101	0
Z	E	0.48722	0.604366	0.546292
Z	Y	0.836507	0.069788	0.529924
Z	G	0	0	0.316914
A	F	0.634671	0.277118	0.38306
B	Y	0.534918	0.644259	0.227984
A	Y	0.272873	0.830395	0.111918
C	Y	0	0.820965	0.247629
A	E	0.555797	0.184148	0
C	Y	0.139625	0	0
C	E	0	0.35074	0
A	Y	0.734399	0.340366	0
B	E	0.972506	0.53887	0.228625
A	Y	0	0.477744	0
A	E	0.690326	0.492569	0.545537
D	E	0.538184	0	0.717086
B	Y	0.620331	0	0.926583
Z	G	0.457427	0	0.579216
Z	F	0.326517	0.781581	0.089788
A	Y	0.272672	0	0.043937
A	Y	0.427003	0	0.299828
A	E	0	0.728816	0.038979
Z	G	0	0	0.908953
D	Y	0	0.436247	0
B	H	0	0.681872	0.212943
B	E	0.845006	0.488072	0
B	E	0	0.334068	0
B	H	0	0	0
A	F	0.14203	0.840148	0
A	E	0	0.520748	0
Z	E	0	0	0.791722
B	F	0.085125	0	0.293717
A	F	0.748907	0.654818	0.009501
C	Y	0.924434	0.689439	0.318891
A	Y	0.361769	0.874331	0.504538
