100000	2	3		
B	Y	0.584411	0.184638	0.918359
Z	Y	0.515614	0	0.040271
A	Y	0	0	0.701377
A	F	0	0	0
Z	Y	0.432375	0	0.489366
Z	H	0.145573	0	0
Z	Y	0	0	0
B	F	0.192504	0.781091	0.714643
Z	Y	0.986652	0	0
Z	H	0	0	0.496538
B	Y	0.426709	0	0
B	Y	0.43216	0.191986	0.662084
Z	Y	0.641393	0.418977	0.390967
A	Y	0	0	0
Z	Y	0	0	0
D	E	0	0.259904	0
Z	Y	0	0.880148	0
Z	Y	0	0.731773	0.535972
Z	Y	0	0	0.653388
A	F	0	0	0
Z	Y	0	0	0
Z	E	0	0	0
A	E	0	0.564682	0
A	Y	0.603139	0.445876	0
Z	Y	0.260644	0	0
A	Y	0.184244	0.390459	0
Z	Y	0	0.457992	0.454602
A	G	0	0.655012	0
Z	Y	0	0.430755	0.775895
Z	Y	0	0	0.284239
C	F	0.325217	0.012645	0.501572
B	E	0.93124	0.566005	0.4105
C	E	0.495335	0	0.113916
A	Y	0.389849	0.774887	0
C	Y	0	0.774506	0.248426
C	G	0	0	0
A	F	0.676874	0	0.773147
Z	E	0.472008	0.746209	0.24556
Z	G	0.549564	0.570083	0.245871
Z	Y	0.19331	0	0.325153
Z	H	0	0.994729	0
Z	Y	0.912343	0	0
D	H	0.163696	0	0
A	F	0.366187	0	0
Z	E	0	0.562746	0
Z	Y	0	0	0
Z	G	0	0.516312	0
Z	Y	0	0	0.482531
A	Y	0	0	0.385464
Z	Y	0	0.680977	0.301796
B	G	0.759202	0.001441	0.642864
Z	E	0.788453	0.380131	0.513688
Z	E	0	0	0.15901
Z	H	0.189357	0	0
B	F	0.151366	0.211079	0.822597
A	Y	0.680873	0.517306	0.063862
Z	H	0	0.531985	0
Z	Y	0	0	0
Z	Y	0	0.683861	0
B	E	0	0	0.347587
A	G	0	0	0.621164
B	G	0	0.170786	0
B	Y	0.362298	0	0.412912
Z	F	0.571014	0	0
Z	Y	0.950942	0.516146	0.281306
Z	F	0.56298	0.394999	0.540954
A	Y	0.438696	0	0
B	F	0.61203	0	0
B	Y	0.07721	0.886942	0
Z	E	0	0.484056	0
Z	Y	0	0.067367	0
Z	Y	0.640128	0	0.030999
Z	E	0.454106	0	0.328487
C	Y	0.468344	0	0.198217
Z	Y	0	0	0
Z	G	0.013497	0.351828	0.556216
Z	Y	0.494994	0	0.78051
Z	Y	0.683715	0.826221	0
A	E	0.402312	0.167508	0
Z	Y	0.000444	0	0.521002
B	E	0.542318	0	0.549227
C	Y	0	0.260387	0.506576
A	Y	0.489807	0	0
Z	G	0.649257	0	0.799887
B	Y	0	0	0.513903
Z	E	0	0.801025	0
B	G	0.305147	0	0.878813
C	Y	0.032015	0.535759	0.188683
A	E	0.748754	0.343332	0.488929
D	E	0.482852	0	0
A	Y	0.720966	0	0
A	F	0	0	0
Z	Y	0	0	0
Z	Y	0.192096	0.611357	0
Z	F	0.369749	0.484707	0.47056
B	Y	0	0.696239	0
D	Y	0	0.262097	0.67804
Z	E	0.686393	0	0
Z	H	0.216383	0.554141	0.075894
Z	Y	0.23352	0.913998	0.359993
B	F	0	0	0
Z	Y	0	0.743387	0
Z	Y	0	0.923982	0.325825
B	E	0.837674	0	0.181959
A	E	0.611713	0	0.464322
Z	Y	0.639079	0	0
Z	Y	0	0	0
B	E	0	0.279338	0.696883
Z	Y	0	0	0.343609
Z	F	0.188438	0	0
B	E	0.548777	0.606812	0.325755
C	Y	0.619986	0	0
Z	G	0	0	0
B	E	0.389647	0.876286	0
Z	Y	0.620652	0	0.634614
A	F	0.350793	0.924138	0
A	F	0	0	0
A	Y	0.626487	0.888519	0.284084
Z	Y	0.732641	0	0.209399
A	F	0	0	0
A	E	0	0	0
B	E	0	0.720583	0.099615
Z	E	0.560913	0.748887	0.978896
Z	E	0	0.334491	0
Z	E	0	0	0.267735
A	Y	0	0	0
B	Y	0	0	0.013857
Z	Y	0	0.957067	0
A	Y	0.662489	0.3971	0.737706
A	F	0.19917	0	0.175404
Z	Y	0.76891	0	0.361313
A	Y	0.961007	0.133351	0.317511
Z	Y	0	0	0.579653
B	Y	0.665194	0	0
Z	E	0.20228	0.393524	0
B	Y	0.896185	0	0.654947
A	Y	0.338791	0	0
Z	Y	0.800954	0	0.288282
Z	Y	0	0.782982	0.708552
A	Y	0.472545	0	0
B	E	0	0	0
Z	F	0	0.56525	0
Z	Y	0.06178	0	0
A	E	0	0.738243	0.192129
B	Y	0.194128	0	0
A	G	0	0	0.678854
C	E	0	0.915977	0.107658
Z	Y	0.390245	0	0
Z	Y	0.447537	0	0.802902
Z	Y	0	0	0.646622
C	Y	0.143817	0.350476	0.775485
Z	Y	0	0	0.393331
A	Y	0.644119	0.432366	0.792316
A	Y	0	0	0.439637
Z	E	0	0	0
Z	Y	0.933045	0	0.061256
Z	Y	0.181083	0.65088	0
B	E	0.544206	0	0
Z	E	0.174889	0	0
Z	E	0	0	0
Z	Y	0.233653	0	0
Z	E	0.215497	0.550901	0.203183
A	Y	0.229441	0	0
A	E	0	0	0.465515
A	E	0	0.707531	0
Z	F	0.163246	0.690626	0
A	E	0	0.188282	0.376753
C	Y	0	0.868074	0.404897
Z	Y	0.204547	0	0
B	G	0	0.458612	0
Z	Y	0.372244	0	0.372657
Z	Y	0	0	0
C	Y	0	0.541129	0
Z	F	0.742668	0.139147	0.420977
Z	F	0.136967	0.723096	0
B	E	0	0.840949	0
B	E	0	0.087559	0
Z	Y	0.70728	0.33633	0
B	E	0	0	0
B	Y	0	0.745225	0
Z	E	0	0	0.68478
Z	E	0.716842	0.951819	0.410281
Z	E	0.294577	0.311382	0.112852
A	E	0.116414	0.935357	0
C	F	0.451447	0.614989	0.330307
B	H	0	0	0
Z	G	0.920916	0	0.03429
Z	F	0.201598	0	0
Z	Y	0	0.193872	0
B	E	0.614088	0	0.90414
Z	G	0.569912	0.310631	0
Z	E	0	0.530726	0
Z	F	0.723587	0	0
Z	Y	0.353923	0	0
A	F	0	0.945691	0
A	F	0	0	0.634147
Z	Y	0.574275	0.316868	0
B	E	0	0	0.296192
Z	Y	0	0.607191	0.907323
A	Y	0.632951	0.51269	0
Z	Y	0.618277	0	0.888157
A	Y	0	0	0
D	F	0	0.703502	0.426517
A	Y	0	0.270689	0.726934
Z	Y	0.66782	0.107879	0
B	E	0.484116	0.541257	0.978844
Z	E	0.614462	0	0
Z	F	0.383584	0.541402	0
Z	H	0.236179	0.586629	0
A	Y	0.448684	0	0.232322
Z	Y	0	0	0.861322
Z	G	0	0.381139	0
Z	Y	0	0	0
Z	Y	0	0.872273	0.120334
Z	E	0	0.457283	0.840794
Z	Y	0	0	0
Z	G	0	0	0
A	Y	0	0	0
Z	Y	0.526611	0	0
A	F	0.234307	0.312778	0
B	Y	0.577535	0.43238	0.248254
Z	F	0.72189	0	0.487515
C	Y	0.15615	0.689504	0
Z	Y	0.230113	0.45248	0.355021
Z	E	0.668518	0	0
C	E	0.243616	0.632	0.591916
C	Y	0	0.33269	0.066101
Z	E	0.662849	0.845918	0
Z	G	0.283856	0.613559	0
Z	Y	0.145565	0	0.030542
Z	H	0	0	0
Z	G	0	0.15408	0.34725
Z	Y	0	0	0.885795
Z	Y	0.819115	0	0
Z	E	0	0.255695	0
Z	F	0.720145	0	0.103941
Z	Y	0.645917	0.821203	0
Z	Y	0.302009	0	0.06771
A	F	0.551787	0.955385	0.683894
Z	Y	0.24488	0.533322	0.826186
A	Y	0	0	0.452065
A	F	0	0	0
D	F	0.577885	0	0
A	Y	0.882745	0	0
Z	F	0.033597	0.98671	0.234446
Z	E	0	0.336899	0.896907
C	E	0.370412	0	0.153656
C	Y	0	0	0
D	E	0.592017	0	0.502316
C	E	0	0	0.327113
A	Y	0	0.630576	0.292888
Z	G	0.125764	0.929129	0.375116
Z	F	0.366492	0	0.402044
D	E	0.916743	0.562868	0
B	Y	0.122816	0	0.268785
Z	F	0	0.038206	0
Z	Y	0.603725	0.6379	0
Z	Y	0	0.140515	0.416031
Z	G	0.185424	0	0.97533
Z	E	0.746395	0.179878	0
B	Y	0	0.53606	0
Z	F	0	0	0
Z	G	0	0	0
A	H	0.434594	0	0
B	Y	0	0	0.890079
A	E	0.672868	0.253907	0
Z	Y	0.788305	0.667276	0.086729
Z	Y	0	0.893869	0
C	F	0.665977	0	0.433398
Z	G	0.573223	0	0
A	Y	0.55926	0	0
Z	E	0	0	0.531864
Z	F	0	0	0.825768
Z	E	0.68792	0.285148	0.633808
Z	Y	0	0.492243	0
Z	Y	0	0.741022	0.720673
A	Y	0.745873	0	0
A	Y	0	0	0
Z	E	0.546812	0	0
Z	Y	0	0.736654	0.293074
B	G	0	0	0
A	Y	0	0	0
A	E	0.524171	0.471415	0.640712
C	Y	0.732011	0	0.94294
Z	F	0.554201	0	0
B	Y	0.665536	0	0.836004
Z	Y	0.860174	0.238008	0.884695
Z	Y	0.341219	0	0.564561
B	E	0.375254	0	0
C	Y	0.593361	0	0
A	Y	0.233592	0	0
A	Y	0.023901	0	0.053367
A	G	0.630994	0.412179	0.365098
Z	Y	0.465645	0.568647	0.226975
Z	Y	0.213799	0.238997	0.435036
D	Y	0.133269	0.537378	0.871733
Z	Y	0	0	0
Z	F	0	0	0
B	Y	0	0	0
A	E	0	0	0
Z	F	0	0.106755	0.946894
Z	E	0	0	0.916144
A	Y	0	0.61309	0.673611
B	Y	0.138926	0.745359	0.61829
Z	Y	0.865046	0	0
A	Y	0.631537	0.475495	0
A	Y	0	0	0.608813
Z	Y	0.918153	0.519108	0
Z	Y	0.370541	0	0.86125
Z	Y	0.295597	0	0.175966
Z	Y	0.423297	0	0
Z	F	0.542926	0	0
A	Y	0.783945	0	0.293463
Z	E	0	0	0.358789
Z	Y	0.535663	0.351135	0.787125
Z	H	0.475514	0	0.142629
B	F	0.171793	0	0
B	Y	0.142758	0	0
A	G	0	0.529817	0.441028
Z	Y	0	0	0
Z	Y	0.69997	0.747916	0
Z	H	0.14616	0	0.196617
Z	Y	0.346628	0.495997	0.167858
Z	Y	0.639241	0	0.716665
Z	E	0	0.512553	0.859713
A	F	0	0	0
Z	Y	0.356061	0	0
A	G	0	0	0.943296
B	E	0.399608	0.061494	0.257562
Z	F	0.244028	0.235037	0
Z	E	0	0	0.571546
Z	Y	0	0.618248	0.870899
Z	E	0	0.20468	0
Z	G	0	0.193836	0
A	H	0	0	0
Z	G	0.492193	0.875635	0
A	F	0	0	0
A	Y	0.321114	0.325953	0.723815
Z	E	0.34535	0	0
B	G	0	0.363932	0.659184
B	Y	0.560621	0.187096	0
Z	Y	0.861446	0.750689	0.120794
Z	Y	0.775359	0	0
Z	H	0	0.613235	0
Z	H	0.199187	0.046619	0.49222
A	Y	0	0.877861	0.201543
Z	Y	0.465453	0	0.213354
A	Y	0.090114	0.488846	0
Z	F	0	0.513444	0.476733
Z	Y	0.614091	0	0.262598
Z	Y	0	0	0.773558
Z	Y	0.020288	0.304496	0
Z	E	0.399248	0.818968	0.475736
Z	E	0	0	0
B	F	0.561503	0.199358	0.615373
A	G	0	0.954843	0
A	F	0	0	0.88119
Z	E	0.872003	0.014488	0.643115
Z	H	0.438701	0.247736	0
Z	Y	0.478526	0	0
A	G	0	0.490042	0
Z	Y	0.270135	0	0
Z	E	0.37629	0	0
B	Y	0	0.530256	0
B	Y	0	0	0
Z	Y	0	0	0
A	H	0	0.058898	0
A	F	0	0	0.665358
A	Y	0	0	0
Z	E	0	0	0
B	Y	0	0	0.767674
B	G	0.718089	0	0
C	Y	0	0	0
B	Y	0	0.603954	0.327477
C	Y	0	0.069075	0.551817
D	E	0	0.833525	0
A	H	0.48265	0	0.392982
A	E	0	0.349152	0.300468
B	Y	0.661416	0.291543	0.584471
Z	F	0.611602	0	0.840802
Z	Y	0	0.329109	0.589147
C	Y	0.31892	0.531681	0
Z	F	0	0.567596	0.546354
D	Y	0	0.516908	0.832974
Z	Y	0.02963	0	0.894314
B	H	0	0.722524	0.112605
B	Y	0	0	0
B	Y	0	0.328374	0
A	Y	0	0	0.610446
A	Y	0	0.331016	0.125762
A	G	0.029292	0.373772	0.760222
B	E	0	0	0.261484
Z	Y	0	0.619645	0.979734
Z	G	0	0.7645	0.066309
B	E	0	0.063229	0.609223
Z	Y	0	0	0.716571
B	E	0.39194	0	0.594646
B	Y	0.2916	0.524466	0.623069
Z	F	0	0	0.517076
Z	E	0.822756	0.091427	0
Z	F	0.728044	0.560745	0
Z	E	0	0.253991	0.738968
Z	Y	0	0.738266	0.358615
B	F	0	0	0.270878
B	Y	0	0.83859	0.814491
D	E	0	0	0
B	Y	0	0.482555	0
B	Y	0	0	0.496021
Z	G	0	0	0.614966
A	E	0.625161	0.571312	0
B	E	0.81985	0	0.84345
B	E	0.747511	0.467101	0.779794
B	E	0.762487	0.385786	0.780464
D	E	0	0	0.132419
C	Y	0.211279	0	0.319174
B	F	0.534579	0.382116	0
Z	F	0	0	0
B	Y	0.245371	0.797151	0.24702
C	E	0.52272	0.628254	0
Z	Y	0	0	0
Z	Y	0.509298	0.717539	0.02573
B	G	0	0	0.916562
Z	Y	0.016321	0.989644	0.779088
A	Y	0.169589	0	0.48165
Z	F	0	0.986525	0
C	E	0.606049	0.690817	0
Z	Y	0.702745	0	0.764076
A	F	0	0	0.352492
Z	E	0.368088	0.347705	0
Z	Y	0	0.435704	0.981592
Z	Y	0.102979	0.442935	0.843532
Z	Y	0.593331	0	0
A	H	0.27382	0	0.527063
A	Y	0.314497	0.34004	0.176463
Z	F	0	0.08685	0
Z	Y	0	0.217675	0
A	H	0	0	0.137817
Z	F	0	0	0
C	F	0	0	0.142833
B	Y	0.710364	0.287589	0.123611
A	H	0	0.192367	0
Z	H	0	0.093132	0.536955
A	F	0	0.133182	0
Z	H	0	0	0.543231
D	Y	0	0.363139	0.768127
Z	Y	0	0	0.747481
C	F	0.368707	0	0
B	Y	0.926993	0.638675	0
A	Y	0.566138	0.10758	0.63673
B	E	0.028749	0	0
B	Y	0.380666	0	0
A	H	0	0.904809	0.241574
Z	Y	0	0	0
A	Y	0.940606	0.070639	0
Z	Y	0.627229	0.581525	0
Z	E	0	0.546749	0
D	F	0	0.256829	0.746702
Z	Y	0	0	0
Z	Y	0.505016	0.361441	0.465714
Z	Y	0.153349	0.589785	0
Z	E	0	0.22764	0
Z	F	0.527275	0.238989	0.699896
Z	E	0	0.222134	0.927132
C	E	0.621029	0	0
Z	Y	0	0	0.077394
Z	Y	0	0	0
Z	E	0.233667	0	0
A	Y	0	0	0.825665
Z	F	0.114799	0.613589	0.625077
Z	Y	0.346355	0.392955	0
Z	Y	0	0.588894	0.560787
D	Y	0	0	0.214296
A	Y	0.681941	0.274712	0
A	Y	0.802455	0.814434	0.078419
Z	Y	0	0	0.445325
Z	E	0	0	0.306288
A	E	0.864645	0	0
Z	E	0	0.5843	0.078684
Z	Y	0	0	0.885783
B	E	0	0	0
C	F	0	0	0.442051
C	E	0	0	0.284143
A	Y	0.9914	0	0.189376
Z	F	0	0	0
Z	E	0	0	0.831225
Z	G	0.253196	0	0
A	Y	0	0	0
Z	E	0	0.057529	0
A	F	0	0	0.189765
Z	Y	0.673841	0.367101	0
Z	F	0	0.557503	0.213818
B	Y	0.240366	0	0
Z	E	0	0.40109	0.286909
Z	E	0	0.443946	0
B	Y	0.828667	0	0
Z	F	0	0.087774	0.489046
A	E	0	0	0
Z	Y	0.199469	0.835235	0.262484
A	Y	0	0	0
A	Y	0	0	0
Z	Y	0	0	0
B	Y	0.795311	0.397276	0.29565
C	H	0	0.602092	0.404307
A	E	0	0	0
Z	F	0	0.601346	0.125759
A	F	0.808704	0	0.054407
Z	Y	0.842778	0	0
Z	Y	0	0.831156	0
Z	Y	0	0	0
B	E	0	0	0.460103
A	Y	0.825378	0.140399	0
Z	Y	0	0.114628	0.69079
Z	Y	0	0.177532	0
Z	E	0	0	0.782442
Z	Y	0.402512	0.826277	0.389907
Z	H	0.586975	0	0
Z	Y	0	0	0
Z	Y	0	0.621536	0
B	F	0	0	0
A	E	0.316759	0	0.441574
A	Y	0	0	0.520158
Z	Y	0.885388	0	0.140033
B	Y	0.573984	0.689587	0
A	G	0.603917	0	0
B	E	0.32888	0	0
Z	Y	0	0	0
B	G	0	0	0.829268
A	H	0	0.333435	0.38511
D	F	0	0.318306	0
A	Y	0.328398	0	0
Z	Y	0	0	0
Z	E	0.040166	0.718636	0.643858
B	Y	0.715354	0.783519	0
Z	E	0	0.035197	0
B	E	0	0.541914	0.362004
Z	Y	0.480632	0.630994	0.417991
Z	Y	0.571483	0	0
B	Y	0.23202	0.740836	0
Z	Y	0.323516	0.509234	0
D	F	0	0	0
Z	Y	0	0.396788	0
Z	F	0.693983	0.222057	0
Z	Y	0.572258	0.378206	0.639408
Z	Y	0.510306	0.379974	0
B	Y	0	0.912402	0
Z	Y	0.129969	0.750223	0.164932
Z	Y	0.094566	0.501085	0.978444
Z	Y	0.192893	0.901456	0
A	G	0.171733	0.633807	0
A	Y	0.707713	0.666814	0.390133
Z	Y	0	0.208115	0.708621
Z	Y	0.44578	0.968311	0
Z	Y	0.362053	0	0
A	E	0.999346	0	0.277704
A	Y	0	0	0
B	Y	0	0	0.225796
Z	Y	0	0	0
Z	E	0.809418	0	0.589195
C	E	0.367418	0	0.674249
Z	Y	0.631649	0.34594	0
Z	Y	0.330321	0.684592	0.848655
B	Y	0.153253	0	0
A	E	0	0.589477	0.075711
Z	E	0	0.568026	0
Z	G	0.471084	0.263575	0
A	Y	0	0	0.34187
Z	F	0.340482	0	0.611434
Z	Y	0.624052	0	0.277904
A	Y	0.440995	0	0.030719
Z	F	0	0	0.078576
A	E	0.413258	0.190262	0
A	Y	0	0	0
Z	Y	0.667157	0	0
A	Y	0	0	0.162946
Z	Y	0	0	0.399892
A	E	0.945994	0.335104	0
A	F	0.671825	0	0
Z	E	0.383459	0	0.777453
Z	G	0.801004	0.283581	0
Z	Y	0.291436	0.364635	0.493859
B	E	0.515195	0.489607	0.896343
A	E	0.662043	0	0
Z	Y	0.624867	0	0.282915
Z	E	0.606645	0	0.492167
A	Y	0	0	0
C	Y	0	0	0
A	G	0	0	0
Z	Y	0.713461	0.51826	0
Z	Y	0	0	0
Z	E	0	0.300357	0
C	E	0	0.228149	0.528172
A	Y	0.552653	0	0
D	Y	0.055405	0	0.283037
A	H	0.50956	0	0.874622
A	H	0.614744	0	0
C	F	0	0.565244	0
Z	F	0.588404	0	0
Z	Y	0	0.165337	0.338194
Z	G	0.778824	0.41813	0.303853
Z	E	0	0.521553	0.066417
A	Y	0.338032	0.438525	0
B	Y	0.271597	0.234068	0.708976
C	E	0	0	0.294782
Z	E	0	0	0.746527
B	Y	0.862674	0.441769	0
Z	G	0	0.300814	0.657884
A	E	0	0	0.14848
Z	Y	0	0.256877	0
Z	Y	0	0.745303	0
Z	Y	0	0.806514	0
B	F	0.356675	0.938119	0.607529
Z	Y	0.371523	0.74558	0
A	Y	0	0	0
Z	F	0	0	0
A	Y	0.5759	0.215247	0
Z	F	0.804889	0.066732	0.482387
D	E	0.607817	0.66767	0
Z	Y	0	0.105362	0
Z	F	0.396779	0.961047	0.622905
A	F	0.333007	0	0
Z	E	0	0	0
Z	E	0	0	0.544392
Z	Y	0	0.965505	0.072007
C	Y	0.489825	0.506836	0.344808
A	Y	0.45755	0.510612	0.225452
A	F	0.757387	0.842278	0
A	Y	0	0	0
D	Y	0	0	0.709206
A	F	0.435311	0	0
Z	F	0	0.789681	0
Z	E	0.746028	0	0
Z	E	0.459716	0.943009	0
Z	F	0.725421	0	0
B	Y	0	0.574868	0
Z	Y	0	0	0.883083
B	E	0.49577	0.691798	0
Z	Y	0	0	0.346854
Z	Y	0.40607	0.589764	0
Z	H	0.331127	0.275465	0.538754
Z	Y	0.709277	0	0.792709
Z	Y	0	0	0
C	G	0	0.372305	0.338112
Z	Y	0.781189	0.326369	0.813493
Z	F	0.092625	0	0
Z	Y	0	0.67539	0
B	F	0.53219	0.617821	0.542273
Z	E	0	0.672468	0
C	Y	0.009923	0	0.82582
Z	E	0	0	0
A	F	0	0	0
Z	Y	0.358797	0.510177	0.592738
Z	E	0	0	0.348241
B	Y	0.277556	0.805403	0
C	E	0.666817	0.411859	0.499953
Z	Y	0.385779	0	0.498821
A	Y	0	0	0
Z	F	0	0.615379	0.168633
Z	Y	0.82167	0.164036	0.534269
B	Y	0.761855	0.568568	0
C	Y	0	0.682774	0
Z	H	0.678567	0	0
Z	F	0	0	0.745494
Z	E	0	0.439623	0.201081
Z	E	0	0.336825	0
Z	Y	0	0.896288	0
D	H	0	0	0.162907
Z	H	0.748731	0	0.912105
Z	E	0.022606	0	0.626058
Z	Y	0.359244	0.565565	0
Z	Y	0	0.314144	0
A	Y	0.477611	0.524585	0
Z	F	0	0.241094	0
D	Y	0.836868	0.710341	0
A	F	0.506624	0	0.755909
B	E	0.906647	0.470175	0
Z	E	0	0	0.021233
B	Y	0	0.554704	0
B	Y	0.489096	0	0.484864
B	Y	0	0.37293	0.923144
A	G	0	0.389988	0.391065
Z	Y	0.379089	0.172245	0.465533
A	E	0	0.635997	0.15354
Z	Y	0.179506	0.297711	0.735663
Z	Y	0	0.806016	0
Z	Y	0.558809	0	0.780598
A	Y	0	0.728347	0.021046
Z	E	0.228105	0	0
C	E	0.593192	0	0
A	Y	0	0.480117	0.991239
A	Y	0.188844	0	0.405349
Z	E	0	0	0
Z	Y	0	0.675124	0.42137
Z	F	0	0	0
A	Y	0.437712	0.716558	0.281357
A	Y	0.44154	0.773526	0.484777
C	Y	0.968379	0	0
A	Y	0.731564	0	0
B	G	0	0.463152	0
Z	Y	0	0.971651	0
Z	H	0	0	0
Z	Y	0	0	0
Z	Y	0	0.193374	0.330471
B	Y	0	0	0.55376
A	G	0	0.950976	0
C	F	0	0.43084	0
Z	E	0	0	0.81191
Z	G	0	0.653563	0.363506
Z	Y	0	0.434457	0.759307
A	F	0	0	0.224799
A	Y	0	0	0
Z	Y	0	0	0.671626
Z	F	0	0	0.678484
Z	Y	0	0.570059	0.467197
C	E	0	0	0
Z	F	0	0.734277	0.857408
C	E	0.372273	0	0.558405
A	E	0	0	0
Z	E	0	0.150202	0
Z	F	0	0.663785	0.568481
D	F	0.378273	0	0.05524
Z	Y	0.54529	0.499716	0
A	E	0.933473	0.101504	0.670563
Z	G	0.632923	0	0.807857
A	H	0	0	0
Z	Y	0.638056	0.23257	0
A	G	0.352774	0.326212	0.497438
Z	E	0.342008	0	0
Z	Y	0.324755	0	0
Z	Y	0	0	0.294982
A	Y	0.19567	0.726362	0.449387
C	Y	0	0	0.462494
A	F	0.683371	0.910267	0.081396
Z	E	0.852553	0.350465	0.706679
Z	Y	0	0.750512	0
Z	Y	0.634922	0.315092	0.443326
C	Y	0	0	0
C	E	0.105387	0.703052	0.020932
Z	E	0	0	0.103249
Z	Y	0.324712	0.643242	0
Z	E	0.211495	0.315757	0.975246
Z	Y	0.362828	0.248904	0
A	Y	0.514703	0	0
A	H	0.414941	0.176333	0.396568
D	Y	0.94724	0	0
Z	F	0	0.459153	0
D	Y	0	0	0.031083
Z	Y	0	0	0.350125
Z	Y	0.036376	0	0
Z	Y	0	0.412757	0.125363
Z	E	0.320964	0.809624	0.543894
A	H	0.144057	0	0.600432
Z	E	0.511442	0	0
Z	Y	0	0.641881	0
Z	H	0.351277	0	0.064417
Z	E	0.9413	0.104857	0
Z	H	0.569858	0	0.189468
A	Y	0	0.587552	0.144991
A	Y	0	0	0.698683
A	F	0	0	0
B	E	0.526537	0	0.631805
C	Y	0.393251	0	0
A	F	0	0	0.623958
Z	E	0	0	0
Z	G	0.900278	0.558605	0.496562
Z	Y	0	0	0.555127
A	H	0.339478	0	0
D	F	0	0.585789	0
C	H	0	0	0
Z	Y	0	0.204325	0
Z	Y	0.213282	0.388031	0
B	F	0.173221	0.721735	0.849764
Z	Y	0.055718	0	0.135434
B	F	0	0.405364	0.191876
Z	Y	0.926179	0	0
Z	Y	0	0	0
A	G	0	0.038763	0
D	Y	0	0	0
Z	E	0.772635	0	0.3827
A	Y	0.416153	0	0.225305
Z	E	0.117546	0	0.186242
Z	E	0	0	0
Z	Y	0.543001	0.547303	0.661968
A	Y	0.451917	0	0
Z	Y	0	0	0
Z	F	0	0.130612	0.746794
Z	E	0	0	0.402744
Z	F	0.985426	0	0
Z	F	0	0	0.999023
A	F	0	0	0.334624
Z	H	0	0.307998	0.081889
D	Y	0	0	0
A	E	0	0.391017	0
A	Y	0	0.601442	0
B	H	0.387967	0	0
Z	Y	0.400971	0.240456	0
Z	Y	0.811998	0.430738	0.662782
Z	E	0.699147	0.720249	0.096694
Z	E	0.225556	0.688203	0.525786
D	F	0	0.222417	0
C	Y	0.312295	0.562064	0.276038
Z	Y	0	0	0.53425
A	Y	0.943143	0.281608	0
B	Y	0	0	0
A	Y	0	0.169782	0
Z	Y	0	0.260255	0
A	Y	0	0	0
Z	E	0	0.756367	0.691148
A	F	0	0	0
Z	G	0.438661	0	0.241409
Z	Y	0	0	0.663677
A	F	0.43223	0	0.398213
Z	Y	0	0	0.0113
Z	Y	0	0	0
B	E	0	0	0
C	F	0.362768	0.985041	0
D	Y	0	0.298025	0.663194
Z	F	0.220358	0	0.971426
A	Y	0	0.154127	0.28568
Z	Y	0.641978	0	0.893078
C	E	0.803902	0.413117	0
B	Y	0	0.817964	0
B	F	0.407205	0	0
B	G	0	0	0.281129
Z	E	0.436427	0.671047	0
A	Y	0	0.099181	0.503282
Z	Y	0	0.821767	0
Z	Y	0	0	0
Z	Y	0.948966	0	0.642718
Z	E	0.492443	0.222996	0.382157
A	Y	0	0.319989	0
Z	Y	0	0.501656	0
A	Y	0	0	0.892139
Z	Y	0.745661	0	0
Z	Y	0.23785	0	0.135799
Z	Y	0.482543	0.39432	0
Z	E	0.79208	0	0.126863
Z	F	0	0.242546	0
C	E	0.781212	0.321094	0
Z	F	0.411694	0.139832	0
B	Y	0.452485	0.140689	0
Z	Y	0.654343	0.516528	0
Z	Y	0	0	0
Z	E	0	0.495132	0.726512
Z	Y	0	0	0.671231
Z	H	0	0.345631	0
A	Y	0.255324	0	0.156159
Z	H	0.309784	0.162371	0
A	Y	0.993783	0.269114	0
C	Y	0.186705	0	0.632399
Z	Y	0	0	0
C	Y	0.889305	0.562211	0
Z	Y	0.66463	0.321651	0
Z	Y	0.901375	0	0.516457
C	E	0.765912	0	0.916582
Z	Y	0.731304	0	0
Z	Y	0.410012	0.80377	0.349042
Z	F	0	0.778545	0
Z	Y	0.870141	0	0
A	H	0.897996	0	0.243045
A	Y	0.167415	0	0.686438
B	F	0	0	0.414753
C	E	0.528907	0	0
Z	E	0	0.685591	0.075998
C	E	0.884161	0	0.61041
A	Y	0	0.657313	0.714855
A	F	0	0	0
A	Y	0	0	0
C	Y	0.85026	0	0
Z	G	0	0	0
Z	F	0.506196	0.052314	0.175452
Z	F	0.35794	0.503652	0.896214
Z	Y	0	0	0
C	Y	0	0	0.051224
Z	H	0	0	0.367085
A	G	0.261512	0	0
Z	Y	0	0	0
Z	Y	0.790283	0.160313	0
Z	Y	0.436864	0	0
Z	Y	0	0.828194	0
Z	E	0.171576	0	0.420033
A	E	0.735625	0	0.606229
B	Y	0.985759	0	0.46232
B	Y	0	0	0.755227
Z	Y	0	0.204327	0
B	H	0	0	0
Z	G	0	0.456345	0
Z	Y	0	0.812557	0
Z	Y	0.930053	0.136789	0
Z	Y	0.047312	0	0.679576
Z	Y	0	0	0.749324
Z	E	0.887975	0.404167	0
Z	Y	0	0	0
Z	F	0	0.634568	0
C	Y	0.471013	0	0.657037
B	Y	0.860475	0.497566	0.540635
Z	Y	0	0	0.48144
A	H	0.497424	0	0.995444
Z	Y	0.372057	0.761489	0
C	E	0	0	0.722248
B	E	0.964676	0	0.801463
